Time,TimeRel,port,servo1,servo10,servo11,servo12,servo13,servo14,servo15,servo16,servo2,servo3,servo4,servo5,servo6,servo7,servo8,servo9,phi,theta,xacc,xgyro,yacc,ygyro,zacc,zgyro,ch1,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,rssi
499.62,0.0,0.0,1471.0,2053.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.048935,-0.065979,-64.0,-21.0,48.0,-33.0,978.0,-10.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
499.67,0.05,0.0,1471.0,2077.090909,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.454545,1560.0,1180.0,1214.0,1000.0,1501.0,0.055472,-0.059352,-58.166667,-4.333333,54.666667,-14.666667,988.0,2.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
499.72,0.1,0.0,1471.0,2101.181818,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.909091,1560.0,1180.0,1214.0,1000.0,1501.0,0.06201,-0.052726,-52.333333,12.333333,61.333333,3.666667,998.0,15.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
499.77,0.15,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.064502,-0.052827,-52.5,-20.0,64.0,16.5,998.0,1.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
499.82,0.2,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.065385,-0.055817,-55.0,-28.333333,64.666667,9.0,991.333333,-8.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
499.87,0.25,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.727273,1560.0,1180.0,1214.0,1000.0,1501.0,0.066581,-0.055474,-54.333333,21.166667,65.333333,-16.5,989.166667,11.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.181818,1090.0,468.0,524.0,173.0,993.0,254.0
499.92,0.3,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.272727,1560.0,1180.0,1214.0,1000.0,1501.0,0.062504,-0.051387,-51.0,-38.0,62.0,-14.0,1005.0,16.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.818182,1090.0,468.0,524.0,173.0,993.0,254.0
499.97,0.35,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.181818,1560.0,1180.0,1214.0,1000.0,1501.0,0.062287,-0.051507,-51.0,-8.0,62.0,-3.166667,998.333333,11.833333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.545455,1090.0,468.0,524.0,173.0,993.0,254.0
500.02,0.4,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.636364,1560.0,1180.0,1214.0,1000.0,1501.0,0.066951,-0.050953,-51.0,-14.666667,66.666667,-9.666667,1001.666667,0.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.909091,1090.0,468.0,524.0,173.0,993.0,254.0
500.07,0.45,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.909091,1560.0,1180.0,1214.0,1000.0,1501.0,0.066056,-0.054041,-54.0,-36.5,65.5,-5.0,998.0,-6.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.727273,1090.0,468.0,524.0,173.0,993.0,254.0
500.12,0.5,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.454545,1560.0,1180.0,1214.0,1000.0,1501.0,0.059056,-0.058294,-57.333333,-32.0,58.0,-2.666667,987.0,-1.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.363636,1090.0,468.0,524.0,173.0,993.0,254.0
500.17,0.55,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.053851,-0.0582,-56.5,6.0,52.666667,-13.333333,982.333333,9.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.22,0.6,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.454545,1560.0,1180.0,1214.0,1000.0,1501.0,0.065332,-0.048967,-49.0,-4.0,66.0,0.0,1009.0,-2.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.363636,1090.0,468.0,524.0,173.0,993.0,254.0
500.27,0.65,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.909091,1560.0,1180.0,1214.0,1000.0,1501.0,0.055477,-0.056638,-56.5,-34.833333,55.166667,33.333333,998.166667,-13.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.727273,1090.0,468.0,524.0,173.0,993.0,254.0
500.32,0.7,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.636364,1560.0,1180.0,1214.0,1000.0,1501.0,0.054618,-0.053434,-53.333333,-7.666667,54.333333,8.0,996.666667,11.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.909091,1090.0,468.0,524.0,173.0,993.0,254.0
500.37,0.75,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.181818,1560.0,1180.0,1214.0,1000.0,1501.0,0.063739,-0.044532,-44.5,1.0,64.0,9.5,1005.0,4.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.545455,1090.0,468.0,524.0,173.0,993.0,254.0
500.42,0.8,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.068555,-0.046508,-46.0,-20.0,68.333333,28.666667,1002.333333,-11.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.47,0.85,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.060218,-0.058743,-57.333333,-47.333333,58.333333,37.833333,983.333333,-0.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.52,0.9,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.056015,-0.034806,-34.0,-54.0,55.0,67.0,995.0,2.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.57,0.95,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.054397,-0.044994,-44.0,-17.333333,53.333333,31.166667,995.0,-36.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.62,1.0,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.051376,-0.037369,-36.666667,-4.0,50.333333,29.333333,997.0,-35.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.67,1.05,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.048462,-0.040841,-40.5,-22.0,48.0,32.0,1000.0,-27.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.72,1.1,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.043506,-0.043415,-43.333333,-37.666667,43.333333,22.0,1001.666667,-18.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.77,1.15,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.454545,1560.0,1180.0,1214.0,1000.0,1501.0,0.038807,-0.032615,-32.5,-20.833333,38.166667,-0.333333,1000.666667,-4.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.363636,1090.0,468.0,524.0,173.0,993.0,254.0
500.82,1.2,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.909091,1560.0,1180.0,1214.0,1000.0,1501.0,0.049213,-0.035892,-35.0,10.0,49.0,-12.0,999.0,23.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.727273,1090.0,468.0,524.0,173.0,993.0,254.0
500.87,1.25,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.049687,-0.042006,-41.666667,25.0,49.0,-67.0,994.0,24.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.92,1.3,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.044221,-0.044163,-44.0,-15.0,46.333333,-55.0,992.666667,15.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
500.97,1.35,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.037271,-0.045331,-45.25,-68.75,43.0,-26.25,992.25,2.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.02,1.4,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.03032,-0.0465,-46.333333,-68.333333,35.333333,-3.333333,992.333333,-3.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.07,1.45,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.02742,-0.045442,-45.0,-6.833333,26.666667,11.5,994.833333,-5.166667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.12,1.5,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.040724,-0.035481,-35.0,-26.0,40.0,29.0,1004.0,-36.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.17,1.55,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.034819,-0.051739,-50.833333,-11.833333,34.166667,-11.833333,987.333333,-6.833333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.22,1.6,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.039471,-0.043754,-43.333333,-59.0,39.0,3.333333,1002.0,-15.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.27,1.65,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.036478,-0.040816,-40.5,-14.5,36.0,-6.5,999.0,-10.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.32,1.7,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.545455,1560.0,1180.0,1214.0,1000.0,1501.0,0.034815,-0.044834,-44.333333,21.0,34.333333,-17.666667,991.666667,4.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.636364,1090.0,468.0,524.0,173.0,993.0,254.0
501.37,1.75,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.090909,1560.0,1180.0,1214.0,1000.0,1501.0,0.040808,-0.046292,-45.833333,-38.333333,40.5,-8.333333,1003.166667,17.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.272727,1090.0,468.0,524.0,173.0,993.0,254.0
501.42,1.8,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.363636,1560.0,1180.0,1214.0,1000.0,1501.0,0.028324,-0.040196,-40.0,5.0,28.0,-65.0,1014.0,71.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.090909,1090.0,468.0,524.0,173.0,993.0,254.0
501.47,1.85,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.818182,1560.0,1180.0,1214.0,1000.0,1501.0,0.0051,-0.048569,-46.666667,-3.333333,4.666667,-230.0,974.0,7.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.454545,1090.0,468.0,524.0,173.0,993.0,254.0
501.52,1.9,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.727273,1560.0,1180.0,1214.0,1000.0,1501.0,0.009929,-0.079852,-76.666667,-98.333333,9.333333,-44.333333,962.666667,-44.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.181818,1090.0,468.0,524.0,173.0,993.0,254.0
501.57,1.95,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.272727,1560.0,1180.0,1214.0,1000.0,1501.0,0.013094,-0.061526,-60.0,-183.0,12.5,42.5,997.0,-100.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.818182,1090.0,468.0,524.0,173.0,993.0,254.0
501.62,2.0,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.181818,1560.0,1180.0,1214.0,1000.0,1501.0,0.018216,-0.042317,-42.333333,-144.666667,17.666667,45.333333,1017.333333,-77.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.545455,1090.0,468.0,524.0,173.0,993.0,254.0
501.67,2.05,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.636364,1560.0,1180.0,1214.0,1000.0,1501.0,0.029531,-0.064482,-63.5,-11.5,29.0,72.333333,990.833333,49.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.909091,1090.0,468.0,524.0,173.0,993.0,254.0
501.72,2.1,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.019167,-0.036081,-36.0,-109.0,19.0,-46.0,1015.0,92.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.77,2.15,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,-3e-06,-0.052727,-51.0,16.833333,0.666667,82.333333,974.166667,64.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.82,2.2,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,-0.011995,-0.011156,-10.666667,172.0,-11.666667,40.0,1022.0,48.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.87,2.25,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.002317,-0.024992,-25.0,19.5,2.0,2.5,1024.5,-16.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.92,2.3,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.007166,-0.042598,-42.333333,-201.0,7.0,-36.333333,997.333333,-114.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
501.97,2.35,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.636364,1560.0,1180.0,1214.0,1000.0,1501.0,-0.009169,-0.016653,-16.333333,-165.833333,-8.5,-79.666667,994.0,-159.833333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.909091,1090.0,468.0,524.0,173.0,993.0,254.0
502.02,2.4,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.181818,1560.0,1180.0,1214.0,1000.0,1501.0,0.044591,-0.073726,-73.0,40.0,44.0,57.0,994.0,1.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.545455,1090.0,468.0,524.0,173.0,993.0,254.0
502.07,2.45,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.272727,1560.0,1180.0,1214.0,1000.0,1501.0,0.039298,-0.062378,-61.333333,188.333333,39.0,-17.166667,993.166667,129.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.818182,1090.0,468.0,524.0,173.0,993.0,254.0
502.12,2.5,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.727273,1560.0,1180.0,1214.0,1000.0,1501.0,-0.007136,-0.037307,-36.333333,34.0,-6.666667,-122.0,991.666667,-5.666667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.181818,1090.0,468.0,524.0,173.0,993.0,254.0
502.17,2.55,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.818182,1560.0,1180.0,1214.0,1000.0,1501.0,0.022237,-0.054113,-53.0,44.5,22.0,-19.5,986.5,-0.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.454545,1090.0,468.0,524.0,173.0,993.0,254.0
502.22,2.6,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.363636,1560.0,1180.0,1214.0,1000.0,1501.0,0.056386,-0.072018,-71.0,28.333333,55.333333,61.666667,990.0,48.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.090909,1090.0,468.0,524.0,173.0,993.0,254.0
502.27,2.65,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.016196,-0.048147,-47.833333,-194.666667,15.833333,-48.5,1006.0,-21.166667,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
502.32,2.7,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,-0.005622,-0.031812,-32.0,-123.0,-5.0,64.0,1006.0,3.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
502.37,2.75,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.007824,-0.046259,-45.333333,42.833333,7.5,66.5,995.166667,66.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.0,1090.0,468.0,524.0,173.0,993.0,254.0
502.42,2.8,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.454545,1560.0,1180.0,1214.0,1000.0,1501.0,0.005606,-0.040557,-39.333333,51.333333,5.333333,54.333333,991.0,57.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.363636,1090.0,468.0,524.0,173.0,993.0,254.0
502.47,2.85,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.909091,1560.0,1180.0,1214.0,1000.0,1501.0,0.013231,-0.050638,-49.0,-35.0,12.5,52.0,980.5,34.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.727273,1090.0,468.0,524.0,173.0,993.0,254.0
502.52,2.9,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.636364,1560.0,1180.0,1214.0,1000.0,1501.0,-0.000984,-0.049874,-48.666667,-132.0,-2.0,21.0,988.666667,28.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1094.909091,1090.0,468.0,524.0,173.0,993.0,254.0
502.57,2.95,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.181818,1560.0,1180.0,1214.0,1000.0,1501.0,-0.030528,-0.02475,-24.666667,-156.5,-31.333333,-82.0,1013.833333,34.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.545455,1090.0,468.0,524.0,173.0,993.0,254.0
502.62,3.0,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.272727,1560.0,1180.0,1214.0,1000.0,1501.0,0.064669,-0.050554,-48.0,-49.0,62.0,-247.0,963.0,7.0,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1093.818182,1090.0,468.0,524.0,173.0,993.0,254.0
502.67,3.05,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1562.727273,1560.0,1180.0,1214.0,1000.0,1501.0,0.013032,-0.031961,-33.0,-381.5,12.0,-149.5,1048.0,-136.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1095.181818,1090.0,468.0,524.0,173.0,993.0,254.0
502.72,3.1,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.005493,-0.05662,-61.333333,84.666667,5.333333,146.0,1082.333333,-90.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
502.77,3.15,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.008661,-0.052517,-54.0,66.0,8.0,379.0,999.0,-64.5,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
502.82,3.2,0.0,1471.0,2106.0,1501.0,1501.0,0.0,0.0,0.0,0.0,1505.0,1001.0,1563.0,1560.0,1180.0,1214.0,1000.0,1501.0,0.018149,-0.016699,-15.0,-26.0,16.666667,406.333333,926.0,-14.333333,944.0,1984.0,993.0,993.0,993.0,993.0,993.0,993.0,0.0,0.0,1001.0,175.0,1096.0,1090.0,468.0,524.0,173.0,993.0,254.0
